mine_id,mine_name,latitude,longitude,date,rainfall_mm,temp_mean_c,temp_max_c,temp_min_c,relative_humidity_pct,wind_speed_m_s,solar_radiation_mj_m2_day
M01,Gumagaon,21.4125,79.016666,2015-02-06,0.0,21.79,30.83,14.29,37.79,1.89,15.21
M01,Gumagaon,21.4125,79.016666,2015-02-07,0.0,22.25,31.0,14.27,41.02,2.32,17.21
M01,Gumagaon,21.4125,79.016666,2015-02-08,0.52,23.33,30.94,15.48,43.93,2.36,16.48
M01,Gumagaon,21.4125,79.016666,2015-02-09,0.17,22.68,28.93,17.67,43.75,2.66,13.74
M01,Gumagaon,21.4125,79.016666,2015-02-10,3.03,22.62,29.32,17.04,46.41,2.11,15.32
M01,Gumagaon,21.4125,79.016666,2015-02-11,0.96,22.68,29.58,15.99,51.75,1.93,17.08
M01,Gumagaon,21.4125,79.016666,2015-02-12,0.04,22.65,29.03,17.48,52.27,1.92,13.21
M01,Gumagaon,21.4125,79.016666,2015-02-13,0.0,21.95,31.71,14.52,35.33,2.38,21.21
M01,Gumagaon,21.4125,79.016666,2015-02-14,0.0,23.08,33.32,13.65,27.19,1.5,21.4
M01,Gumagaon,21.4125,79.016666,2015-02-15,0.0,24.29,34.38,16.72,26.38,2.03,22.0
M01,Gumagaon,21.4125,79.016666,2015-02-16,0.0,23.99,34.45,15.27,27.35,1.97,21.65
M01,Gumagaon,21.4125,79.016666,2015-02-17,0.0,24.54,34.35,17.15,24.0,1.52,22.11
M01,Gumagaon,21.4125,79.016666,2015-02-18,0.0,24.45,34.36,15.63,22.53,1.56,21.69
M01,Gumagaon,21.4125,79.016666,2015-02-19,0.0,24.19,33.23,15.71,28.42,2.18,21.28
M01,Gumagaon,21.4125,79.016666,2015-02-20,0.0,25.42,33.83,16.64,28.33,1.51,16.7
M01,Gumagaon,21.4125,79.016666,2015-02-21,1.63,25.14,33.78,16.57,29.36,1.45,21.21
M01,Gumagaon,21.4125,79.016666,2015-02-22,0.0,25.45,35.16,17.1,26.89,1.81,22.17
M01,Gumagaon,21.4125,79.016666,2015-02-23,0.0,26.08,35.09,16.83,25.13,0.87,22.74
M01,Gumagaon,21.4125,79.016666,2015-02-24,0.0,25.84,35.49,16.56,24.53,1.38,23.2
M01,Gumagaon,21.4125,79.016666,2015-02-25,0.0,26.29,35.63,18.2,24.12,2.06,22.38
M01,Gumagaon,21.4125,79.016666,2015-02-26,0.0,25.66,34.79,17.26,29.74,2.25,20.62
M01,Gumagaon,21.4125,79.016666,2015-02-27,0.0,25.88,33.98,18.31,27.09,1.95,20.34
M01,Gumagaon,21.4125,79.016666,2015-02-28,9.72,25.44,33.52,19.39,33.55,3.31,18.45
M01,Gumagaon,21.4125,79.016666,2015-03-01,9.89,21.68,26.41,18.85,76.39,1.65,5.09
M01,Gumagaon,21.4125,79.016666,2015-03-02,14.86,21.54,26.52,16.76,70.71,2.62,12.15
M01,Gumagaon,21.4125,79.016666,2015-03-03,0.04,20.79,28.0,14.68,56.61,2.27,15.92
M01,Gumagaon,21.4125,79.016666,2015-03-04,0.0,19.33,28.08,11.71,45.83,2.32,24.13
M01,Gumagaon,21.4125,79.016666,2015-03-05,0.0,21.69,30.4,12.42,43.54,1.53,23.88
M01,Gumagaon,21.4125,79.016666,2015-03-06,0.0,23.05,31.62,13.9,45.22,1.19,23.31
M01,Gumagaon,21.4125,79.016666,2015-03-07,0.0,23.46,32.29,14.43,43.31,1.4,23.47
M01,Gumagaon,21.4125,79.016666,2015-03-08,0.0,24.79,32.85,16.38,41.11,1.43,23.18
M01,Gumagaon,21.4125,79.016666,2015-03-09,0.43,25.09,31.4,18.95,50.58,1.32,21.89
M01,Gumagaon,21.4125,79.016666,2015-03-10,0.19,25.34,33.08,17.37,49.3,1.71,22.25
M01,Gumagaon,21.4125,79.016666,2015-03-11,0.36,25.09,32.82,16.91,48.44,1.85,22.01
M01,Gumagaon,21.4125,79.016666,2015-03-12,2.25,26.1,33.12,18.79,46.3,1.74,16.4
M01,Gumagaon,21.4125,79.016666,2015-03-13,1.15,27.12,34.38,20.31,45.93,1.12,19.0
M01,Gumagaon,21.4125,79.016666,2015-03-14,3.94,25.51,32.76,19.07,53.37,1.27,20.35
M01,Gumagaon,21.4125,79.016666,2015-03-15,6.27,25.12,32.69,17.53,57.59,2.57,17.71
M01,Gumagaon,21.4125,79.016666,2015-03-16,2.29,25.33,30.93,20.38,64.36,1.56,21.59
M01,Gumagaon,21.4125,79.016666,2015-03-17,0.0,25.56,33.43,18.68,52.72,2.01,21.45
M01,Gumagaon,21.4125,79.016666,2015-03-18,0.0,24.55,33.42,17.4,43.83,2.71,22.77
M01,Gumagaon,21.4125,79.016666,2015-03-19,0.0,25.0,34.76,16.35,36.56,2.26,25.58
M01,Gumagaon,21.4125,79.016666,2015-03-20,0.0,26.07,35.53,17.14,32.98,2.21,24.29
M01,Gumagaon,21.4125,79.016666,2015-03-21,0.0,27.52,37.06,18.29,32.72,1.51,25.53
M01,Gumagaon,21.4125,79.016666,2015-03-22,0.0,28.9,38.42,19.93,32.88,1.56,25.11
M01,Gumagaon,21.4125,79.016666,2015-03-23,0.0,30.05,39.12,21.47,28.82,1.69,24.99
M01,Gumagaon,21.4125,79.016666,2015-03-24,0.0,29.88,39.09,21.61,29.81,2.82,25.68
M01,Gumagaon,21.4125,79.016666,2015-03-25,0.0,29.57,39.17,20.82,23.27,2.38,26.6
M01,Gumagaon,21.4125,79.016666,2015-03-26,0.0,30.46,40.09,21.47,20.94,2.27,25.44
M01,Gumagaon,21.4125,79.016666,2015-03-27,0.0,31.01,39.24,22.34,25.11,1.5,24.85
M01,Gumagaon,21.4125,79.016666,2015-03-28,0.9,31.5,39.19,22.94,29.14,1.7,23.37
M01,Gumagaon,21.4125,79.016666,2015-03-29,2.45,30.74,36.66,25.45,37.11,1.84,19.83
M01,Gumagaon,21.4125,79.016666,2015-03-30,0.47,27.45,31.64,23.41,43.19,1.39,12.21
M01,Gumagaon,21.4125,79.016666,2015-03-31,0.0,28.81,37.28,20.57,38.78,1.86,23.63
M01,Gumagaon,21.4125,79.016666,2015-04-01,0.0,29.53,39.04,20.37,19.67,2.1,25.48
M01,Gumagaon,21.4125,79.016666,2015-04-02,0.0,30.06,39.76,21.18,18.93,3.0,26.93
M01,Gumagaon,21.4125,79.016666,2015-04-03,0.0,30.07,39.1,22.77,24.67,3.42,26.08
M01,Gumagaon,21.4125,79.016666,2015-04-04,0.0,29.28,38.18,22.03,22.95,4.02,27.16
M01,Gumagaon,21.4125,79.016666,2015-04-05,0.0,29.34,37.19,22.16,34.47,3.13,25.08
M01,Gumagaon,21.4125,79.016666,2015-04-06,0.0,29.89,38.24,22.49,25.67,2.15,23.45
M01,Gumagaon,21.4125,79.016666,2015-04-07,0.01,31.08,39.2,21.95,25.3,1.59,23.48
M01,Gumagaon,21.4125,79.016666,2015-04-08,0.03,31.29,38.04,23.54,35.27,1.95,23.05
M01,Gumagaon,21.4125,79.016666,2015-04-09,12.05,30.72,38.1,24.74,41.86,1.93,23.67
M01,Gumagaon,21.4125,79.016666,2015-04-10,1.08,29.85,37.61,22.22,52.79,1.8,24.75
M01,Gumagaon,21.4125,79.016666,2015-04-11,2.75,28.28,34.81,23.48,55.85,2.47,17.51
M01,Gumagaon,21.4125,79.016666,2015-04-12,6.6,24.65,29.4,20.03,63.69,2.24,20.38
M01,Gumagaon,21.4125,79.016666,2015-04-13,9.42,22.68,26.2,19.01,68.89,1.36,22.05
M01,Gumagaon,21.4125,79.016666,2015-04-14,10.21,23.71,27.96,18.93,63.4,1.27,19.8
M01,Gumagaon,21.4125,79.016666,2015-04-15,0.6,23.99,28.78,19.64,64.58,1.58,21.71
M01,Gumagaon,21.4125,79.016666,2015-04-16,0.0,26.72,33.13,20.07,56.13,1.05,25.01
M01,Gumagaon,21.4125,79.016666,2015-04-17,0.0,28.71,36.6,20.86,50.08,1.76,26.11
M01,Gumagaon,21.4125,79.016666,2015-04-18,0.0,30.48,40.13,21.54,44.02,3.14,25.54
M01,Gumagaon,21.4125,79.016666,2015-04-19,0.0,31.28,40.57,22.62,40.49,2.79,25.76
M01,Gumagaon,21.4125,79.016666,2015-04-20,0.0,31.95,41.52,23.45,37.9,2.61,24.74
M01,Gumagaon,21.4125,79.016666,2015-04-21,0.0,32.55,41.4,24.11,32.67,3.17,25.67
M01,Gumagaon,21.4125,79.016666,2015-04-22,0.0,33.29,41.15,26.6,27.69,3.92,22.34
M01,Gumagaon,21.4125,79.016666,2015-04-23,0.0,32.5,39.78,26.94,24.82,3.26,19.45
M01,Gumagaon,21.4125,79.016666,2015-04-24,0.01,32.07,40.44,24.21,19.08,2.63,26.92
M01,Gumagaon,21.4125,79.016666,2015-04-25,0.0,32.17,41.75,23.28,21.98,2.33,23.45
M01,Gumagaon,21.4125,79.016666,2015-04-26,0.05,32.25,41.29,22.56,24.75,1.89,24.51
M01,Gumagaon,21.4125,79.016666,2015-04-27,0.02,33.82,42.82,24.42,27.42,2.43,25.97
M01,Gumagaon,21.4125,79.016666,2015-04-28,0.46,34.7,43.61,25.45,20.72,3.49,25.84
M01,Gumagaon,21.4125,79.016666,2015-04-29,0.0,34.43,42.54,27.25,21.04,4.0,22.54
M01,Gumagaon,21.4125,79.016666,2015-04-30,0.0,34.32,43.08,26.12,18.85,2.93,25.7
M01,Gumagaon,21.4125,79.016666,2015-05-01,0.0,34.26,42.37,26.64,17.98,3.64,26.83
M01,Gumagaon,21.4125,79.016666,2015-05-02,0.0,34.32,42.54,25.83,18.08,1.99,25.2
M01,Gumagaon,21.4125,79.016666,2015-05-03,0.0,34.74,42.56,26.28,16.41,1.47,25.21
M01,Gumagaon,21.4125,79.016666,2015-05-04,3.55,33.87,41.19,26.3,30.02,2.26,25.73
M01,Gumagaon,21.4125,79.016666,2015-05-05,0.0,33.83,41.5,26.93,31.27,2.96,25.5
M01,Gumagaon,21.4125,79.016666,2015-05-06,0.0,34.07,42.34,26.3,20.6,2.28,21.75
M01,Gumagaon,21.4125,79.016666,2015-05-07,0.0,34.86,43.88,25.48,17.6,2.06,27.29
M01,Gumagaon,21.4125,79.016666,2015-05-08,0.0,35.86,44.54,26.47,14.95,1.97,26.41
M01,Gumagaon,21.4125,79.016666,2015-05-09,0.0,34.84,42.04,28.16,17.84,2.54,23.85
M01,Gumagaon,21.4125,79.016666,2015-05-10,0.07,34.55,41.54,28.46,24.64,1.88,21.5
M01,Gumagaon,21.4125,79.016666,2015-05-11,0.11,35.18,42.31,27.66,27.89,2.42,21.81
M01,Gumagaon,21.4125,79.016666,2015-05-12,0.47,35.0,42.05,28.09,32.41,3.15,24.81
M01,Gumagaon,21.4125,79.016666,2015-05-13,0.22,34.54,41.06,29.63,30.12,3.11,22.36
M01,Gumagaon,21.4125,79.016666,2015-05-14,0.3,33.25,38.27,28.44,34.75,1.35,19.42
M01,Gumagaon,21.4125,79.016666,2015-05-15,16.99,31.6,37.03,26.38,46.03,1.74,8.27
M01,Gumagaon,21.4125,79.016666,2015-05-16,5.3,30.85,38.16,24.18,55.05,2.16,24.93
M01,Gumagaon,21.4125,79.016666,2015-05-17,0.0,31.92,39.81,24.12,48.79,1.84,26.47
M01,Gumagaon,21.4125,79.016666,2015-05-18,0.0,34.09,42.78,25.24,43.77,1.37,27.02
M01,Gumagaon,21.4125,79.016666,2015-05-19,0.0,35.56,45.07,25.76,29.12,3.65,28.07
M01,Gumagaon,21.4125,79.016666,2015-05-20,0.0,36.5,45.14,29.04,23.57,4.48,28.24
M01,Gumagaon,21.4125,79.016666,2015-05-21,0.0,36.39,44.97,28.27,21.83,4.58,28.32
M01,Gumagaon,21.4125,79.016666,2015-05-22,0.0,36.88,44.51,29.32,22.43,4.76,27.55
M01,Gumagaon,21.4125,79.016666,2015-05-23,0.0,36.3,43.88,29.53,20.28,5.77,28.01
M01,Gumagaon,21.4125,79.016666,2015-05-24,0.01,35.95,43.75,28.61,26.85,5.23,23.7
M01,Gumagaon,21.4125,79.016666,2015-05-25,0.26,36.05,43.73,28.2,30.46,5.7,26.74
M01,Gumagaon,21.4125,79.016666,2015-05-26,0.0,36.49,44.13,28.66,27.19,5.09,22.56
M01,Gumagaon,21.4125,79.016666,2015-05-27,0.27,37.14,44.9,29.64,25.26,5.06,26.67
M01,Gumagaon,21.4125,79.016666,2015-05-28,0.41,37.38,44.76,29.61,23.06,4.48,27.63
M01,Gumagaon,21.4125,79.016666,2015-05-29,0.36,37.86,44.86,30.67,24.06,4.72,24.76
M01,Gumagaon,21.4125,79.016666,2015-05-30,0.0,38.55,45.79,30.83,19.64,4.48,26.67
M01,Gumagaon,21.4125,79.016666,2015-05-31,0.01,38.05,45.61,30.9,19.24,3.52,25.45
M01,Gumagaon,21.4125,79.016666,2015-06-01,0.03,36.43,42.42,31.28,29.11,2.25,18.54
M01,Gumagaon,21.4125,79.016666,2015-06-02,1.38,35.81,41.44,30.83,30.51,1.9,23.73
M01,Gumagaon,21.4125,79.016666,2015-06-03,0.01,35.88,41.95,28.6,29.72,1.24,27.12
M01,Gumagaon,21.4125,79.016666,2015-06-04,0.0,36.86,41.52,32.17,27.25,1.73,25.22
M01,Gumagaon,21.4125,79.016666,2015-06-05,0.04,35.15,41.63,30.48,35.13,2.1,18.93
M01,Gumagaon,21.4125,79.016666,2015-06-06,2.4,35.76,42.98,29.09,32.85,2.01,22.64
M01,Gumagaon,21.4125,79.016666,2015-06-07,1.84,34.91,41.67,28.39,37.82,1.74,21.78
M01,Gumagaon,21.4125,79.016666,2015-06-08,0.02,35.7,41.91,29.34,34.9,3.49,23.67
M01,Gumagaon,21.4125,79.016666,2015-06-09,0.0,35.98,41.83,30.13,32.84,4.12,20.93
M01,Gumagaon,21.4125,79.016666,2015-06-10,0.44,35.6,41.31,30.23,35.74,3.98,22.72
M01,Gumagaon,21.4125,79.016666,2015-06-11,9.07,33.69,39.42,29.42,46.96,2.89,19.59
M01,Gumagaon,21.4125,79.016666,2015-06-12,8.03,28.92,30.95,26.44,69.8,1.72,18.56
M01,Gumagaon,21.4125,79.016666,2015-06-13,35.45,28.05,31.85,25.3,73.81,1.43,11.44
M01,Gumagaon,21.4125,79.016666,2015-06-14,26.65,27.27,31.34,24.44,77.29,2.9,15.48
M01,Gumagaon,21.4125,79.016666,2015-06-15,13.79,27.53,31.29,23.75,75.81,3.24,18.36
M01,Gumagaon,21.4125,79.016666,2015-06-16,30.79,27.67,31.4,24.01,78.56,2.73,19.9
M01,Gumagaon,21.4125,79.016666,2015-06-17,16.29,28.25,32.11,24.71,76.94,2.13,16.27
M01,Gumagaon,21.4125,79.016666,2015-06-18,36.93,27.68,30.88,24.64,81.14,2.62,22.0
M01,Gumagaon,21.4125,79.016666,2015-06-19,8.62,27.93,32.07,24.62,78.88,2.98,18.46
M01,Gumagaon,21.4125,79.016666,2015-06-20,19.35,28.2,31.9,24.64,79.56,2.83,19.55
M01,Gumagaon,21.4125,79.016666,2015-06-21,69.38,27.38,31.1,24.82,86.78,2.92,11.3
M01,Gumagaon,21.4125,79.016666,2015-06-22,65.37,25.76,27.64,24.44,93.05,4.53,5.9
M01,Gumagaon,21.4125,79.016666,2015-06-23,0.25,26.33,29.31,23.07,84.03,3.94,16.75
M01,Gumagaon,21.4125,79.016666,2015-06-24,5.24,26.5,29.94,23.62,82.58,4.24,13.32
M01,Gumagaon,21.4125,79.016666,2015-06-25,0.88,26.21,30.85,22.85,78.89,5.15,14.65
M01,Gumagaon,21.4125,79.016666,2015-06-26,0.12,27.22,32.7,22.9,76.94,4.03,19.39
M01,Gumagaon,21.4125,79.016666,2015-06-27,0.58,27.54,32.58,23.27,76.67,3.72,20.98
M01,Gumagaon,21.4125,79.016666,2015-06-28,0.56,27.97,32.98,23.63,74.31,3.43,18.98
M01,Gumagaon,21.4125,79.016666,2015-06-29,0.27,27.27,30.53,23.72,78.78,2.64,14.18
M01,Gumagaon,21.4125,79.016666,2015-06-30,2.67,27.12,31.35,24.07,78.16,2.35,18.7
M01,Gumagaon,21.4125,79.016666,2015-07-01,1.83,27.17,31.38,23.19,77.47,2.16,13.83
M01,Gumagaon,21.4125,79.016666,2015-07-02,1.35,27.24,31.69,23.79,77.25,2.76,16.46
M01,Gumagaon,21.4125,79.016666,2015-07-03,0.42,27.13,32.34,22.76,75.44,3.73,20.48
M01,Gumagaon,21.4125,79.016666,2015-07-04,0.09,27.51,32.69,23.1,73.55,4.97,22.18
M01,Gumagaon,21.4125,79.016666,2015-07-05,0.0,27.65,32.97,22.84,73.44,4.81,23.43
M01,Gumagaon,21.4125,79.016666,2015-07-06,0.01,27.49,33.11,22.83,73.82,4.56,19.85
M01,Gumagaon,21.4125,79.016666,2015-07-07,0.01,27.25,31.98,23.05,74.8,4.15,17.26
M01,Gumagaon,21.4125,79.016666,2015-07-08,1.99,27.31,31.73,23.28,76.56,3.74,16.66
M01,Gumagaon,21.4125,79.016666,2015-07-09,8.18,26.42,30.34,23.49,80.19,4.6,8.74
M01,Gumagaon,21.4125,79.016666,2015-07-10,8.54,25.43,27.93,23.07,85.02,4.49,5.63
M01,Gumagaon,21.4125,79.016666,2015-07-11,8.4,25.27,28.28,22.97,85.77,3.89,7.94
M01,Gumagaon,21.4125,79.016666,2015-07-12,0.58,27.36,32.25,22.93,76.84,2.65,19.04
M01,Gumagaon,21.4125,79.016666,2015-07-13,0.87,27.85,32.6,23.62,75.3,2.57,20.82
M01,Gumagaon,21.4125,79.016666,2015-07-14,1.36,28.08,32.6,24.01,77.1,2.85,22.75
M01,Gumagaon,21.4125,79.016666,2015-07-15,0.14,28.15,32.9,24.21,75.8,3.13,21.43
M01,Gumagaon,21.4125,79.016666,2015-07-16,0.04,27.78,32.02,23.99,75.95,2.75,20.78
M01,Gumagaon,21.4125,79.016666,2015-07-17,4.19,26.66,30.03,24.23,82.33,2.59,13.29
M01,Gumagaon,21.4125,79.016666,2015-07-18,9.0,26.87,31.2,24.28,80.03,3.2,10.02
M01,Gumagaon,21.4125,79.016666,2015-07-19,17.76,25.34,27.49,23.82,89.42,4.18,6.89
M01,Gumagaon,21.4125,79.016666,2015-07-20,4.16,25.57,28.33,23.46,89.61,3.31,9.78
M01,Gumagaon,21.4125,79.016666,2015-07-21,4.06,25.21,26.84,23.96,90.14,3.36,11.4
M01,Gumagaon,21.4125,79.016666,2015-07-22,15.44,25.4,28.01,23.61,90.76,4.77,12.77
M01,Gumagaon,21.4125,79.016666,2015-07-23,14.34,26.11,29.94,23.65,86.22,4.07,5.49
M01,Gumagaon,21.4125,79.016666,2015-07-24,33.62,25.06,27.0,23.35,91.62,2.83,8.44
M01,Gumagaon,21.4125,79.016666,2015-07-25,14.66,25.6,29.03,23.43,89.08,3.2,12.73
M01,Gumagaon,21.4125,79.016666,2015-07-26,11.08,24.81,27.77,22.53,88.13,2.95,15.87
M01,Gumagaon,21.4125,79.016666,2015-07-27,0.94,24.87,27.96,22.41,86.13,2.81,19.31
M01,Gumagaon,21.4125,79.016666,2015-07-28,1.19,25.53,29.65,21.98,82.62,3.34,17.97
M01,Gumagaon,21.4125,79.016666,2015-07-29,0.09,25.75,30.44,21.69,82.69,3.88,21.98
M01,Gumagaon,21.4125,79.016666,2015-07-30,0.01,26.01,30.66,21.98,81.52,3.65,19.75
M01,Gumagaon,21.4125,79.016666,2015-07-31,0.0,26.08,30.95,21.86,80.05,3.56,20.07
M01,Gumagaon,21.4125,79.016666,2015-08-01,1.28,25.95,30.09,22.25,81.32,3.04,18.54
M01,Gumagaon,21.4125,79.016666,2015-08-02,3.0,25.71,29.98,22.29,82.68,3.53,15.45
M01,Gumagaon,21.4125,79.016666,2015-08-03,31.74,25.06,28.07,22.93,88.24,3.56,6.26
M01,Gumagaon,21.4125,79.016666,2015-08-04,87.31,24.68,26.89,22.92,93.63,4.47,4.78
M01,Gumagaon,21.4125,79.016666,2015-08-05,23.49,24.35,26.9,22.49,90.65,5.91,7.74
M01,Gumagaon,21.4125,79.016666,2015-08-06,2.63,26.19,31.21,22.48,84.12,4.16,9.85
M01,Gumagaon,21.4125,79.016666,2015-08-07,4.12,26.23,30.12,22.89,85.47,2.72,15.91
M01,Gumagaon,21.4125,79.016666,2015-08-08,15.29,26.45,30.27,24.05,88.17,2.93,15.01
M01,Gumagaon,21.4125,79.016666,2015-08-09,0.16,27.54,32.02,23.27,80.26,1.52,17.29
M01,Gumagaon,21.4125,79.016666,2015-08-10,2.25,27.02,30.53,23.79,84.7,2.01,13.04
M01,Gumagaon,21.4125,79.016666,2015-08-11,15.53,27.6,31.81,24.18,83.35,1.35,18.28
M01,Gumagaon,21.4125,79.016666,2015-08-12,53.68,26.21,29.12,23.81,87.83,1.69,13.74
M01,Gumagaon,21.4125,79.016666,2015-08-13,38.4,25.17,26.66,23.72,93.57,4.11,6.85
M01,Gumagaon,21.4125,79.016666,2015-08-14,36.82,25.93,29.29,23.56,91.24,2.45,13.37
M01,Gumagaon,21.4125,79.016666,2015-08-15,3.45,25.05,27.28,23.74,92.1,3.58,16.32
M01,Gumagaon,21.4125,79.016666,2015-08-16,0.93,25.85,29.46,23.29,88.98,3.68,15.01
M01,Gumagaon,21.4125,79.016666,2015-08-17,2.4,25.2,28.53,22.89,88.82,2.38,16.47
M01,Gumagaon,21.4125,79.016666,2015-08-18,1.76,25.43,29.58,22.15,88.67,2.55,15.35
M01,Gumagaon,21.4125,79.016666,2015-08-19,30.64,25.92,29.36,23.09,87.55,1.84,16.19
M01,Gumagaon,21.4125,79.016666,2015-08-20,4.3,25.36,29.26,22.38,86.35,2.25,19.06
M01,Gumagaon,21.4125,79.016666,2015-08-21,0.32,24.99,29.01,21.75,83.89,2.38,21.65
M01,Gumagaon,21.4125,79.016666,2015-08-22,0.56,25.29,30.14,21.68,84.44,2.71,16.93
M01,Gumagaon,21.4125,79.016666,2015-08-23,0.05,25.14,29.83,21.12,84.47,2.6,20.58
M01,Gumagaon,21.4125,79.016666,2015-08-24,0.0,25.53,30.04,21.7,84.31,2.73,20.53
M01,Gumagaon,21.4125,79.016666,2015-08-25,0.15,25.52,30.13,21.84,84.23,2.69,21.79
M01,Gumagaon,21.4125,79.016666,2015-08-26,1.08,26.06,30.67,22.26,82.76,2.27,20.77
M01,Gumagaon,21.4125,79.016666,2015-08-27,4.78,25.77,29.07,23.25,87.56,2.34,12.19
M01,Gumagaon,21.4125,79.016666,2015-08-28,17.41,25.24,27.82,23.16,90.77,2.72,13.15
M01,Gumagaon,21.4125,79.016666,2015-08-29,16.79,25.96,30.18,22.94,89.26,2.98,10.92
M01,Gumagaon,21.4125,79.016666,2015-08-30,6.44,25.85,29.88,23.2,88.14,2.39,8.18
M01,Gumagaon,21.4125,79.016666,2015-08-31,3.73,24.97,27.71,22.88,89.62,2.28,13.08
M01,Gumagaon,21.4125,79.016666,2015-09-01,1.19,25.48,29.67,22.25,85.78,2.47,13.29
M01,Gumagaon,21.4125,79.016666,2015-09-02,0.08,25.31,29.93,21.77,83.39,2.3,20.94
M01,Gumagaon,21.4125,79.016666,2015-09-03,0.67,25.14,30.1,20.55,79.44,1.61,22.4
M01,Gumagaon,21.4125,79.016666,2015-09-04,1.62,25.88,30.71,20.98,77.6,1.09,21.64
M01,Gumagaon,21.4125,79.016666,2015-09-05,0.0,26.38,31.22,21.38,78.92,1.29,21.5
M01,Gumagaon,21.4125,79.016666,2015-09-06,0.12,26.71,30.85,22.67,80.44,1.35,21.53
M01,Gumagaon,21.4125,79.016666,2015-09-07,21.06,26.2,29.71,22.85,83.26,1.48,15.88
M01,Gumagaon,21.4125,79.016666,2015-09-08,19.17,25.71,29.21,22.25,84.9,1.32,17.25
